,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,id_flag,host_id_flag,neighbourhood_flag,latitude_flag,longitude_flag,minimum_nights_flag,number_of_reviews_flag,last_review_flag,room_type_flag
2637,51781759,Loft Style Private Apt 4 (1 Room- 420 Friendly),71816766,JoXh,,Rogers Park,41.99896,-87.67028,Private room,42.0,2,6,2022-10-02,0.66,5,220,6,,0,1,0,0,0,0,0,0,0
2638,51797356,Charming 2 Bedroom  Apartment w/Private Entrance,47593189,Cynthia,,Irving Park,41.95191,-87.71754,Entire home/apt,133.0,3,25,2022-12-06,1.64,1,179,18,R21000070361,0,0,0,0,0,0,0,0,0
2639,51815676,Very clean neighborly 1 bed sublease in Bridgeport,4702278,Natalia,,Bridgeport,41.83065,-87.64239,Entire home/apt,70.0,90,3,2022-09-03,0.25,1,251,3,,0,0,0,0,0,0,0,0,0
2640,51827842,Clean and Spacious 2 Bedroom in Logan Square,118414578,Ashnar,,Logan Square,41.92256,-87.71477,Entire home/apt,200.0,2,14,2022-10-10,0.89,1,88,8,R21000070061,0,0,0,0,0,0,0,0,0
2641,51839918,Modern Pilsen 2 Bedroom Entire Apartment!,395298252,Bailey,,Lower West Side,41.8585,-87.65154,Entire home/apt,106.0,1,66,2022-12-11,4.33,4,62,53,R21000070480,0,0,0,0,0,0,0,0,0
2642,51888425,Lovely Private King Bed w bath in a great location,63311391,Hariharan,,Uptown,41.962902,-87.650795,Private room,55.0,1,64,2022-08-14,4.1,1,0,35,R21000070420,0,0,0,0,0,0,0,0,0
2643,51889202,Entire 1 bedroom unit in bronzeville.,413418725,Hassan,,Grand Boulevard,41.81368,-87.61864,Apartment,250.0,32,5,2022-09-18,0.33,1,364,1,R21000070329,0,0,0,0,0,0,0,0,1
2644,51893472,7B2eih2 Cozy Night's Stay -Queen Bedroom,22094147,Emma And Jim,,East Garfield Park,41.87717,-87.70497,Private room,37.0,1,5,2022-11-13,0.7,30,364,5,,0,0,0,0,0,0,0,0,0
2645,51901966,"Large 2BR w/office, laundry, garage parking",25561251,Chicago Home Stays,,Bridgeport,41.82782,-87.63975,Entire home/apt,53.0,32,3,2022-10-31,0.43,6,164,3,,0,0,0,0,0,0,0,0,0
2646,51909711,Posh South Loop Condo,213346566,Shonetha,,Loop,41.87404,-87.62818,Entire home/apt,125.0,1,62,2022-12-16,3.95,1,237,51,R21000068870,0,0,0,0,0,0,0,0,0
2647,51911290,7C2bbp Comfy Bedroom,22094147,Emma And Jim,,East Garfield Park,41.87659,-87.70552,Private room,34.0,1,6,2022-09-28,0.9,30,364,6,,0,0,0,0,0,0,0,0,0
2648,51911862,A4 Cozy Private Room by Chinatown,410504785,Ray,,Bridgeport,41.84461,-87.63957,Private room,37.0,2,34,2022-11-07,2.19,6,157,29,R21000069364,0,0,0,0,0,0,0,0,0
2649,51925352,Exclusive Gold Room Studio,357097452,Krystal & Jherrica,,Edgewater,41.98866,-87.66635,Entire home/apt,215.0,2,29,2022-11-06,2.8,1,0,29,R21000074679,0,0,0,0,0,0,0,0,0
2650,51939529,"Vintage, Bright, Plant Lover's Logan Square Haven",18100961,Brian,,Logan Square,41.925,-87.69505,Entire home/apt,140.0,32,27,2022-09-25,1.74,1,17,18,R21000070007,0,0,0,0,0,0,0,0,0
2651,51940418,Sunnyside Cozy Homey 2BR Chicago's Superb Location,420690384,Hanzel And Reese,,Uptown,41.96245,-87.67284,Apartment,57.0,1,59,2022-12-15,3.93,10,67,52,R21000062392,0,0,0,0,0,0,0,0,1
2652,51956085,Lovely studio in the heart of Logan Square,420808843,Ariel,,Logan Square,41.9301,-87.70943,Entire home/apt,108.0,1,1,2022-12-05,1.0,1,340,1,R22000090888,0,0,0,0,0,0,0,0,0
2653,51961917,"Andersonville's Secret Garden: 2 beds, 1 bath",18801829,Daniel,,Edgewater,41.98286,-87.6654,Entire home/apt,192.0,3,29,2022-12-05,3.72,1,110,29,R21000072842,0,0,0,0,0,0,0,0,0
2654,51968837,Secluded Hidden Gem in Wicker Park - 4 BR near DT,300930607,Mne,,West Town,41.90692,-87.66605,Apartment,119.0,2,15,2022-11-06,1.12,3,255,12,R20000058921,0,2,0,0,0,0,0,0,1
2655,52021630,"Modern and spacious! 20 mins to ORD, 20 mins DT!",102075356,Maria,,Forest Glen,4199219.0,-87.74678,Entire home/apt,107.0,2,46,2022-12-05,3.01,1,206,37,R21000070962,0,0,0,1,0,0,0,0,0
2656,52024254,Free parking on the BLVD,141453495,Ricky,,South Lawndale,41.84662,-87.69809,Entire home/apt,83.0,2,33,2022-11-27,2.74,2,82,33,R21000070681,0,0,0,0,0,0,0,0,0
2657,52042542,4 Bedroom Vintage Loft in the Heart of Wicker Park,19002255,Camila And Ken,,West Town,41.90829,-87.67525,Entire home/apt,386.0,2,36,2022-11-13,2.88,2,162,34,R22000091170,0,0,0,0,0,0,0,0,0
2658,52052814,Lovely 1 bedroom Condo in Hyde Park,421400191,LaShon,,Hyde Park,41.80209,-87.59371,Apartment,92.0,1,56,2022-11-13,3.68,1,351,39,R21000070690,0,0,0,0,0,0,0,0,1
2659,52053036,Top Floor Chilling in the Heart of Wicker Park,260608221,Robert,,West Town,41.9055,-87.68065,Apartment,315.0,2,17,2022-09-19,1.15,1,341,10,R21000070859,0,0,0,0,0,0,0,0,1
2660,52113952,Artsy condo in historical Ukrainian Village,88727859,Julie,,West Town,4190003.0,-87.6845,Entire home/apt,120.0,2,31,2022-10-11,2.31,1,358,27,R21000072272,0,0,0,1,0,0,0,0,0
2661,52114521,Adorable Private Studio with indoor fireplace,177511412,Joceline,,Lower West Side,41.84933,-87.67912,Entire home/apt,99.0,2,36,2022-10-15,2.33,4,359,25,R21000061016,0,0,0,0,0,0,0,0,0
2662,52115774,Modern one bedroom close to McCormick!,356621073,Izzy,,Near South Side,41.85355,-87.62467,Apartment,111.0,32,18,2022-12-01,3.18,2,312,18,R22000091733,0,0,0,0,0,0,0,0,1
2663,52116387,The Roscoe Village Guest Suite,9959757,Jedidiah,,North Center,41.942970275878906,-87.67887878417969,Entire home/apt,150.0,32,2,2022-08-26,0.38,7,168,2,,0,0,0,0,0,0,0,0,0
2664,52119892,"S. Loop 2BR w/ Roof, Gym & Lounge, 1 block to L",107434423,Blueground,,Near South Side,41.8634989,-87.62704269999999,Entire home/apt,197.0,32,0,,,639,285,0,,0,0,0,0,0,0,0,2,0
2665,52153996,"Rogers Park Brownstone full floor, Newly Renovated",20820568,Betsy And John,,Rogers Park,41.99976,-87.67172,Entire home/apt,95.0,32,5,2022-11-13,0.36,2,67,3,,0,0,0,0,0,0,0,0,0
2666,52155752,Rooftop 4bedroom loft,75724040,Aiste,,Logan Square,41.91982,-8771973.0,Apartment,266.0,1,40,2022-11-28,2.75,2,342,36,R21000061634,0,0,0,0,1,0,0,0,1
2667,52155752,Rooftop 4bedroom loft,75724040,Aiste,,Logan Square,41.91982,-8771973.0,Apartment,266.0,1,40,2022-11-28,2.75,2,342,36,R21000061634,1,0,0,0,1,0,0,0,1
2668,52175506,X4. MANSION SHARED COED ROOM(NOT PRIVATE) TWIN BED,163484540,Kartel,,Calumet Heights,41.72797,-8757798.0,Shared room,15.0,2,11,2022-11-28,0.72,23,59,9,R21000062044,0,0,0,0,1,0,0,0,0
2669,52175841,Cozy Private Room in a great location of Chicago.,47488520,Eddy,,Edgewater,41.99227,-87.65814,Private room,80.0,1,25,2022-10-22,2.11,1,365,25,R21000073247,0,0,0,0,0,0,0,0,0
2670,52189452,Spacious & Sleek- 4BD/2.5BA -Logan Square Chicago,15449398,Zohra,,West Town,41.91387,-87.69716,Entire home/apt,364.0,3,38,2022-11-26,2.5,1,356,31,R22000088127,0,0,0,0,0,0,0,0,0
2671,52195370,Poe Mans House. A Modern Hyde Park Getaway.,386582725,Mark,,Hyde Park,41.80126,-87.59251,Entire home/apt,74.0,1,45,2022-12-12,3.09,1,312,36,R21000071689,0,0,0,0,0,0,0,0,0
2672,52221003,"Apartment in Jefferson Park
Cheerful/Cozy 3BDRM",422733917,Warrah,,Jefferson Park,41.98401,-87.77042,Entire home/apt,160.0,1,18,2022-12-05,3.8,2,352,18,R22000086110,0,0,0,0,0,0,0,0,0
2673,52222847,Spacious 3 bedroom Condo w/ modern amenities,422751057,Patrice,,Hyde Park,41.80144,-87.59472,Entire home/apt,284.0,2,23,2022-11-13,1.6,1,167,20,R21000071791,0,0,0,0,0,0,0,0,0
2674,52224116,"Luxury Townhouse, Entire 2 Bdrm West Town Charmer.",84789772,Todd,,West Town,41.895428,-87.671944,Entire home/apt,366.0,2,32,2022-11-26,2.22,1,353,26,R22000093197,0,0,0,0,0,0,0,0,0
2675,52226578,"2 Bed Apt w/ 2 Offices, Free Parking, Near Train",27275184,Ditron,,Avondale,41.93759,-87.71873,Entire home/apt,115.0,2,28,2022-12-13,2.83,2,351,28,R21000072220,0,0,0,0,0,0,0,0,0
2676,52241836,Sunny Apt Close to O'Hare + Easy Parking + Dogs OK,156456715,Evie,,Jefferson Park,4199261.0,-87.77683,Entire home/apt,185.0,3,4,2022-10-11,0.4,1,57,4,R21000076012,0,0,0,1,0,0,0,0,0
2677,52244562,Spacious 2 Twins Bedroom in Chicago's West Loop,102656425,Kamal,,West Town,41.89376,-87.65919,Private room,80.0,1,27,2022-10-16,1.95,1,36,22,R21000071564,0,0,0,0,0,0,0,0,0
2678,52259311,"Location, Location, Location, Private Bedroom",37904043,Jennie,,Logan Square,41.91665,-87.68902,Private room,48.0,1,55,2022-12-05,3.9,1,175,47,R21000072301,0,0,0,0,0,0,0,0,0
2679,52260989,Little Bohemia E Rogers Park near Evanston & Lake,1599090,Evelyn,,Rogers Park,42.02097,-87.66718,Private room,78.0,32,14,2022-10-12,0.96,2,121,9,R21000069920,0,0,0,0,0,0,0,0,0
2680,52282954,"Stunning, Spacious, & Sun-soaked 1BR Uptown Condo",117127537,Jackson,,Uptown,41.96452,-87.65428,Entire home/apt,88.0,1,56,2022-12-05,3.73,1,349,44,R21000069159,0,0,0,0,0,0,0,0,0
2681,52308229,Cheerful 3-bedroom townhome in west rogers park!!,187310633,Jackpaul,,West Ridge,41.9926,-87.70258,Entire home/apt,186.0,1,9,2022-12-19,3.42,1,76,9,R22000089380,0,0,0,0,0,0,0,0,0
2682,52308956,7C3eih1 Cozy Night's Stay - Small Cozy Room,22094147,Emma And Jim,,East Garfield Park,41.87828,-87.70402,Private room,34.0,1,11,2022-11-26,1.61,30,364,11,,0,0,0,0,0,0,0,0,0
2683,52309263,7C4eihx Cozy Night's Stay - One Bedrm in Chicago,22094147,Emma And Jim,,East Garfield Park,4187827.0,-8770372.0,Private room,64.0,1,4,2022-03-30,0.34,30,0,4,,0,0,0,1,1,0,0,0,0
2684,52314597,House on Huron: Cozy 1 Bedroom Apt. in Chicago!,48401570,Olivia,,West Town,41.89406,-87.66222,Entire home/apt,113.0,3,31,2022-10-26,3.16,2,77,31,R21000076108,0,0,0,0,0,0,0,0,0
2685,52314597,House on Huron: Cozy 1 Bedroom Apt. in Chicago!,48401570,Olivia,,West Town,41.89406,-87.66222,Entire home/apt,113.0,3,31,2022-10-26,3.16,2,77,31,R21000076108,1,0,0,0,0,0,0,0,0
2686,52324823,7C3eih2 Cozy Night's Stay - Small Cozy Room,22094147,Emma And Jim,,East Garfield Park,41.87793,-87.70469,Private room,34.0,1,6,2022-09-15,0.43,30,364,4,,0,0,0,0,0,0,0,0,0
2687,52335832,Renovated Sunny Oasis Steps From the Lake,6884844,TUmmt,,Rogers Park,4201617.0,-87.6643,Private room,70.0,2,10,2022-10-30,0.72,3,59,8,R21000071882,0,1,0,1,0,0,0,0,0
2688,52350546,Cosy room near medical district w/ private balcony,173042271,Joelle,,East Garfield Park,41.87139,-87.69751,Private room,31.0,7,9,2022-11-30,0.84,3,62,9,R21000071652,0,0,0,0,0,0,0,0,0
2689,52359259,"S. Loop 1BR w/ Roof, Gym & Lounge, 1 block to L",107434423,Blueground,,Near South Side,41.8634989,-87.62704269999999,Entire home/apt,145.0,32,0,,,639,157,0,,0,0,0,0,0,0,0,2,0
2690,52359485,"Edgewater 1BR w/ patio, W/D, 2 blocks to lakefront",107434423,Blueground,,Edgewater,41.9846543,-87.66223590000001,Entire home/apt,126.0,32,0,,,639,349,0,,0,0,0,0,0,0,0,2,0
2691,52359621,"Edgewater 1BR w/ patio, W/D, 2 blocks to lakefront",107434423,Blueground,,Edgewater,419846543.0,-87.66223590000001,Entire home/apt,123.0,32,0,,,639,321,0,,0,0,0,1,0,0,0,2,0
2692,52359621,"Edgewater 1BR w/ patio, W/D, 2 blocks to lakefront",107434423,Blueground,,Edgewater,419846543.0,-87.66223590000001,Entire home/apt,123.0,32,0,,,639,321,0,,1,0,0,1,0,0,0,2,0
2693,52372599,Spacious and Comfy 3 Bedroom Apt,55347882,George,,Washington Park,41.78746,-87.62337,Entire home/apt,77.0,3,0,,,1,74,0,R22000092035,0,0,0,0,0,0,0,2,0
2694,52373436,Cozy Suite Style Stay in Quiet Neighborhood,86633308,Alexis,,Washington Heights,41.71029,-87.6337,Entire home/apt,85.0,1,28,2022-11-14,2.38,1,141,28,R21000073917,0,0,0,0,0,0,0,0,0
2695,52389225,Vibrant studio at Uptown close to RedLine,273591286,Regina,,Uptown,41.97204,-87.66133,Entire home/apt,60.0,1,80,2022-12-06,5.3,16,11,62,R21000071168,0,0,0,0,0,0,0,0,0
2696,52391072,"Modern studio at Uptown by Red Line,Aragon,Riviera",273591286,Regina,,Uptown,41.97183,-87.6599,Entire home/apt,68.0,1,79,2022-12-19,5.25,16,82,61,R21000071170,0,0,0,0,0,0,0,0,0
2697,52391531,Stylish studio at Uptown by Red Line,273591286,Regina,,Uptown,41.97082,-87.65979,Entire home/apt,68.0,1,60,2022-12-07,3.99,16,66,51,R21000071171,0,0,0,0,0,0,0,0,0
2698,52397280,Downtown SouthLoop Luxury 1br w/ Views & Amenities,360930812,Brianna,,Near South Side,41.86693,-87.62703,Entire home/apt,307.0,32,0,,,1,83,0,,0,0,0,0,0,0,0,2,0
2699,52402940,Welcome to Chicago,148461156,Ronald,,East Garfield Park,418766.0,-87.71525,Apartment,69.0,32,1,2022-02-02,0.09,11,365,1,,0,0,0,1,0,0,0,0,1
2700,52408276,30+ Day Rental-3 Bed/2 Bath Duplex  Bonus 2nd LVR,424201074,Guirlaine,,Jefferson Park,41.97251,-87.78112,Entire home/apt,252.0,32,13,2022-06-15,1.16,1,353,13,2827461,0,0,0,0,0,0,0,0,0
2701,52421353,Studio on the Lake,23384697,Alex,,Rogers Park,42.0132,-87.66326,Entire home/apt,98.0,1,27,2022-11-27,1.87,3,346,22,R17000017701,0,0,0,0,0,0,0,0,0
2702,52437311,Spacious 3 bedroom in the hart of Chicago,37902487,Galina And Anar,,Near South Side,41.86454,-87.62432,Entire home/apt,100.0,33,0,,,1,0,0,,0,0,0,0,0,0,0,2,0
2703,52439779,Spacious 2 Bed/2 Bath Apartment in West Town!,5325851,Josh,,West Town,41.89526,-8766568.0,Entire home/apt,150.0,32,5,2022-11-23,0.45,4,345,5,,0,0,0,0,1,0,0,0,0
2704,52494434,Entire Home in Bucktown / The Mill House,384565954,Shay,,Logan Square,41.91624,-87.69029,Entire home/apt,700.0,2,11,2022-11-28,1.2,2,127,11,R21000069558,0,0,0,0,0,0,0,0,0
2705,52512842,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,,Hyde Park,41.80043,-87.58512,Entire home/apt,74.0,1,16,2022-11-30,1.14,61,357,15,R19000043316,0,0,0,0,0,0,0,0,0
2706,52512849,"Steps to Shops, Eats | Easy Access + W&D | Zencity",47172572,Zencity,,West Town,41.90316,-87.68053,Entire home/apt,99.0,1,31,2022-11-03,2.18,61,341,26,R18000026590,0,0,0,0,0,0,0,0,0
2707,52520901,Lavish 2BR/2BA Loft I Next to Grant Park & Museums,375644856,Tony,,Loop,41.86835,-87.62667,Entire home/apt,197.0,3,67,2022-12-16,4.55,6,356,54,R21000073703,0,0,0,0,0,0,0,0,0
2708,52521020,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,,Hyde Park,41.80001,-87.58979,Entire home/apt,92.0,1,23,2022-11-20,1.61,61,323,20,R22000079481,0,0,0,0,0,0,0,0,0
2709,52521021,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,,Hyde Park,41.79933,-87.58391,Entire home/apt,70.0,1,23,2022-09-19,1.93,61,360,23,R19000043316,0,0,0,0,0,0,0,0,0
2710,52549378,"Lakefront, Redline & Metra Trains all minutes away",31669178,Donna,,Rogers Park,42.00879,-87.67026,Apartment,80.0,32,2,2022-10-14,0.55,9,363,2,R18000024333,0,2,0,0,0,0,0,0,1
2711,52550125,Ukrianian Village Duplex 4 bed/3 bath,173305205,Nicoll,,West Town,41.89754,-87.69705,Entire home/apt,332.0,2,24,2022-11-26,1.7,5,357,20,R19000043235,0,0,0,0,0,0,0,0,0
2712,52555897,Amber Room,10821897,Valeriy,,South Lawndale,41.85284,-87.70742,Private room,59.0,1,24,2022-11-07,1.85,6,177,23,R21000062360,0,0,0,0,0,0,0,0,0
2713,52556098,Amethyst Room,10821897,Valeriy,,South Lawndale,41.85274,-87.70698,Private room,59.0,1,21,2022-11-13,1.42,6,362,17,R21000062360,0,0,0,0,0,0,0,0,0
2714,52562718,"Lovely 2 bedrooms unit in Bridgeport, Chicago",425301119,Ming,,Bridgeport,41.82707,-87.64352,Entire home/apt,106.0,2,21,2022-11-25,1.59,1,89,18,R21000073160,0,0,0,0,0,0,0,0,0
2715,52570753,Calcite Room,10821897,Valeriy,,South Lawndale,41.85209,-87.70706,Private room,59.0,1,15,2022-10-22,1.02,6,365,12,R21000062360,0,0,0,0,0,0,0,0,0
2716,52600238,7B2eih3 Cozy Night's Stay -Queen Bedroom7c4/,22094147,Emma And Jim,,East Garfield Park,41.87862,-8770358.0,Private room,37.0,1,13,2022-09-26,1.44,30,364,13,,0,0,0,0,1,0,0,0,0
2717,52600695,Luxe 1 Bedroom Condo in South Loop,425799267,Anna,,Douglas,41.83975,-87.62339,Entire home/apt,80.0,32,4,2022-09-27,0.3,1,365,3,,0,0,0,0,0,0,0,0,0
2718,52608824,"Loop Studio w/ Gym & W/D, nr El & Millennium Park",107434423,Blueground,,Loop,41.8811213,-87.63199550000002,Entire home/apt,143.0,32,2,2022-01-31,0.16,639,342,1,,0,0,0,0,0,0,0,0,0
2719,52616207,Eddy Street Upstairs Apartment,122849110,Joe,,Portage Park,41.94561,-87.7731,Entire home/apt,83.0,1,44,2022-12-04,3.71,1,148,44,R21000073947,0,0,0,0,0,0,0,0,0
2720,52618178,Lovely Entire 1 Bedroom Condo In Hyde Park,55401267,Angelic,,Hyde Park,41.80101,-87.59277,Entire home/apt,126.0,2,68,2022-11-27,4.9,1,344,59,R21000072120,0,0,0,0,0,0,0,0,0
2721,52620090,Heart of Pilsen Apartment,425385024,Zeni,,Lower West Side,41.8582,-87.6603,Private room,50.0,2,19,2022-10-21,1.68,12,359,19,R21000060996,0,2,0,0,0,0,0,0,0
2722,52628517,"Loop Studio w/ Gym & W/D, nr L & Millennium Park",107434423,Blueground,,Loop,41.8811213,-87.63199550000002,Entire home/apt,148.0,32,0,,,639,205,0,,0,0,0,0,0,0,0,2,0
2723,52628517,"Loop Studio w/ Gym & W/D, nr L & Millennium Park",107434423,Blueground,,Loop,41.8811213,-87.63199550000002,Entire home/apt,148.0,32,0,,,639,205,0,,1,0,0,0,0,0,0,2,0
2724,52628597,"Loop Studio w/ Gym & W/D, nr L & Millennium Park",107434423,Blueground,,Loop,41.8811213,-87.63199550000002,Entire home/apt,80.0,32,1,2022-02-05,0.09,639,365,1,,0,0,0,0,0,0,0,0,0
2725,52628699,"Logan Sq 1BR w/ Roof & Gym, 1 block to L",107434423,Blueground,,Logan Square,4192411.0,-87.69783,Entire home/apt,155.0,32,2,2022-02-11,0.17,639,251,2,,0,0,0,1,0,0,0,0,0
2726,52637122,Great super studio to WF-Lake-Boystown-M,170551048,Lyn,,Uptown,41.9557,-87.64988,Entire home/apt,55.0,32,18,2022-11-02,1.24,22,132,11,R78965432101,0,2,0,0,0,0,0,0,0
2727,52638025,Deluxe  UK Village 2bedroom/ 2bath w/patio,173305205,Nicoll,,West Town,41.89816,-87.69421,Entire home/apt,255.0,2,22,2022-11-13,1.73,5,270,20,R19000043235,0,0,0,0,0,0,0,0,0
2728,52638628,Fully furnished bedroom near medical district/UIC,173042271,JoxlLe,,East Garfield Park,41.87104,-87.69724,Private room,31.0,7,9,2022-12-16,0.83,3,212,9,R21000071652,0,1,0,0,0,0,0,0,0
2729,52651881,Sprawling South Loop 3Br/2Ba with parking,111640144,John,,Near South Side,41.85589,-87.62432,Apartment,336.0,2,56,2022-12-17,3.92,1,186,50,2813503,0,0,0,0,0,0,0,0,1
2730,52659304,Connie's Duplex Den 5 mi from Downtown,426275673,Shatuan,,Grand Boulevard,41.811,-87.62291,Entire home/apt,232.0,2,9,2022-09-20,0.7,1,357,8,R21000073221,0,0,0,0,0,0,0,0,0
2731,52659807,DOWNTOWN CHICAGO COMFY CONDO,77414650,Red Door,,Near South Side,41.86737,-87.62812,Entire home/apt,243.0,1,0,,,23,355,0,R19000046222,0,0,0,0,0,0,0,2,0
2732,52664768,"Logan Sq Studio w/ Roof & Gym, 1 block to L",107434423,Blueground,,Logan Square,41.92411,-87.69783,Entire home/apt,141.0,32,1,2022-07-06,0.18,639,244,1,,0,0,0,0,0,0,0,0,0
2733,52672266,BEAUTIFUL CONDO IN THE HEART OF DOWNTOWN,77414650,Red Door,,Loop,41.8782,-87.63319,Entire home/apt,257.0,1,0,,,23,261,0,R19000046222,0,0,0,0,0,0,0,2,0
2734,52685474,"Cozy 1 bdr in Ravenswood,close to Wrigley|Downtown",273591286,Regina,,Uptown,41.96883,-87.67305,Entire home/apt,71.0,1,87,2022-12-09,5.97,16,61,71,R21000071846,0,0,0,0,0,0,0,0,0
2735,52716429,East Pilsen neighborhood gem,25961722,Alexandra,,Lower West Side,41.85621,-87.65059,Entire home/apt,150.0,2,1,2022-08-01,0.21,1,19,1,R21000072726,0,0,0,0,0,0,0,0,0
2736,52719151,"Light, Bright Private Suite Steps From Lake",6884844,Tammy,,Rogers Park,42.01612,-87.66467,Private room,65.0,2,29,2022-11-20,2.12,3,344,27,R21000071882,0,0,0,0,0,0,0,0,0
2737,52722517,Modern Amenities in Vintage Logan Square 2 Bedroom,113321,Benro,,Logan Square,41.92596,-87.71779,Entire home/apt,195.0,3,12,2022-10-17,0.87,1,365,9,R21000072365,0,0,0,0,0,0,0,0,0
2738,52724296,Huge Modern  “90s Themed” 3bd  Low Cleaning fee!,392930921,T,,Roseland,41.69293,-87.61983,Entire home/apt,145.0,2,28,2022-11-06,2.09,1,167,22,R21000072725,0,0,0,0,0,0,0,0,0
2739,52731010,"S. Loop 1BR w/ Roof, Gym & Lounge, 1 block to L",107434423,Blueground,,Near South Side,41.8634989,-87.62704269999999,Entire home/apt,148.0,32,0,,,639,339,0,,0,0,0,0,0,0,0,2,0
2740,52731021,"Logan Sq Studio w/ Roof & Gym, 1 block to L",107434423,Blueground,,Logan Square,41.92411,-87.69783,Apartment,133.0,32,1,2022-01-16,0.09,639,321,1,,0,0,0,0,0,0,0,0,1
2741,52733252,BnB on Grace Street - Modern 2-Bedroom Guest Suite,19257267,Carissa,,Irving Park,41.94903,-8772918.0,Entire home/apt,114.0,2,66,2022-12-07,5.52,1,143,66,R21000072024,0,0,0,0,1,0,0,0,0
2742,52741444,Large bedroom near medical district and UIC,173042271,Joelle,,East Garfield Park,41.87131,-87.69513,Private room,33.0,3,11,2022-10-31,0.85,3,223,10,R21000071652,0,0,0,0,0,0,0,0,0
2743,52745106,"Loop Studio w/ Gym & W/D, nr L & Millennium Park",107434423,Blueground,,Loop,41.8811213,-87.63199550000002,Entire home/apt,152.0,32,1,2022-01-16,0.09,639,261,1,,0,0,0,0,0,0,0,0,0
2744,52745237,"Logan Sq Studio w/ Roof & Gym, 1 block to L",107434423,Blueground,,Logan Square,41.92411,-87.69783,Entire home/apt,141.0,32,0,,,639,232,0,,0,0,0,0,0,0,0,2,0
2745,52745359,"Wicker Park 2BR w/ W/D, 2 blocks to Blue Line",107434423,Blueground,,West Town,41.9111148,-87.67812719999999,Entire home/apt,98.0,32,0,,,639,131,0,,0,0,0,0,0,0,0,2,0
2746,52760011,COZY Bright*BOLD*FUN* Eclectic Wicker Park Home,70332680,Lina,,West Town,41.90936,-8767455.0,Entire home/apt,130.0,3,53,2022-12-18,4.03,3,84,51,R21000072863,0,0,0,0,1,0,0,0,0
2747,52760011,COZY Bright*BOLD*FUN* Eclectic Wicker Park Home,70332680,Lina,,West Town,41.90936,-8767455.0,Entire home/apt,130.0,3,53,2022-12-18,4.03,3,84,51,R21000072863,1,0,0,0,1,0,0,0,0
2748,52766181,"Logan Sq Studio w/ Roof & Gym, 1 block to L",107434423,Blueground,,Logan Square,41.92411,-87.69783,Entire home/apt,133.0,32,0,,,639,321,0,,0,0,0,0,0,0,0,2,0
2749,52766193,"Logan Sq 2BR w/ Roof & Gym, 1 block to L",107434423,Blueground,,Logan Square,41.92411,-87.69783,Entire home/apt,103.0,32,0,,,639,365,0,,0,0,0,0,0,0,0,2,0
2750,52769811,Adorable Private Edgewater Suite,89559468,Colleen,,Edgewater,41.98684,-87.66294,Entire home/apt,105.0,2,22,2022-12-11,2.91,1,81,22,R22000078444,0,0,0,0,0,0,0,0,0
2751,52773402,Luxury Penthouse @West Loop I Full Amenities by C9,248760412,Cloud9,,West Town,41.88989,-87.64707,Apartment,536.0,2,12,2022-11-07,0.99,40,326,12,R21000071816,0,0,0,0,0,0,0,0,1
2752,52773502,Upscale design 1BD near Randolph St Market by C9,248760412,Cloud9,,West Town,41.88914,-87.64737,Entire home/apt,229.0,2,2,2022-08-13,0.19,40,344,2,R21000072004,0,0,0,0,0,0,0,0,0
2753,52779918,Ultra Sleek Rolex Suite (Garden Unit),248898031,Daniel,,Grand Boulevard,41.81974,-87.61029,Entire home/apt,157.0,32,1,2022-06-30,0.17,2,365,1,R21000044521,0,0,0,0,0,0,0,0,0
2754,52798577,2 bedroom/2 bathroom apartment  near Downtown,159033666,Andrew,,Lower West Side,41.8591,-87.65206,Entire home/apt,85.0,32,3,2022-12-11,0.63,2,88,3,,0,0,0,0,0,0,0,0,0
2755,52798577,2 bedroom/2 bathroom apartment  near Downtown,159033666,Andrew,,Lower West Side,41.8591,-87.65206,Entire home/apt,85.0,32,3,2022-12-11,0.63,2,88,3,,1,0,0,0,0,0,0,0,0
2756,52805231,Family Friendly Retreat/Minutes from town/Sleeps 8,420088902,PSaee,,West Town,41.89774,-87.66511,Entire home/apt,236.0,2,42,2022-12-09,3.03,3,358,38,R21000071772,0,1,0,0,0,0,0,0,0
